product;price;quantity;date;region
chartreuse morsel;$3.00;531;12-02-2018;east
chartreuse morsel;$3.00;509;12-02-2018;west
periwinkle morsel;$1.25;522;12-02-2018;north
periwinkle morsel;$1.25;502;12-02-2018;south
periwinkle morsel;$1.25;522;12-02-2018;east
periwinkle morsel;$1.25;579;12-02-2018;west
vermilion morsel;$4.99;509;12-02-2018;north
vermilion morsel;$4.99;594;12-02-2018;south
vermilion morsel;$4.99;580;12-02-2018;east
vermilion morsel;$4.99;523;12-02-2018;west
lapis morsel;$1.99;578;12-02-2018;north
lapis morsel;$1.99;573;12-02-2018;south
lapis morsel;$1.99;523;12-02-2018;east
lapis morsel;$1.99;507;12-02-2018;west
pink morsel;$3.00;524;13-02-2018;north
pink morsel;$3.00;572;13-02-2018;south
pink morsel;$3.00;591;13-02-2018;east
pink morsel;$3.00;575;13-02-2018;west
gold morsel;$9.99;521;13-02-2018;north
gold morsel;$9.99;584;13-02-2018;south
gold morsel;$9.99;516;13-02-2018;east
gold morsel;$9.99;517;13-02-2018;west
magenta morsel;$2.50;547;13-02-2018;north
magenta morsel;$2.50;597;13-02-2018;south
magenta morsel;$2.50;599;13-02-2018;east
magenta morsel;$2.50;585;13-02-2018;west
chartreuse morsel;$3.00;578;13-02-2018;north
chartreuse morsel;$3.00;572;13-02-2018;south
chartreuse morsel;$3.00;590;13-02-2018;east
chartreuse morsel;$3.00;512;13-02-2018;west
periwinkle morsel;$1.25;515;13-02-2018;north
periwinkle morsel;$1.25;504;13-02-2018;south
periwinkle morsel;$1.25;538;13-02-2018;east
periwinkle morsel;$1.25;515;13-02-2018;west
vermilion morsel;$4.99;585;13-02-2018;north
vermilion morsel;$4.99;571;13-02-2018;south
vermilion morsel;$4.99;538;13-02-2018;east
vermilion morsel;$4.99;500;13-02-2018;west
lapis morsel;$1.99;501;13-02-2018;north
lapis morsel;$1.99;541;13-02-2018;south
lapis morsel;$1.99;564;13-02-2018;east
lapis morsel;$1.99;501;13-02-2018;west
pink morsel;$3.00;589;14-02-2018;north
pink morsel;$3.00;570;14-02-2018;south
pink morsel;$3.00;566;14-02-2018;east
pink morsel;$3.00;504;14-02-2018;west
gold morsel;$9.99;508;14-02-2018;north
gold morsel;$9.99;576;14-02-2018;south
gold morsel;$9.99;536;14-02-2018;east
gold morsel;$9.99;546;14-02-2018;west
magenta morsel;$2.50;594;14-02-2018;north
magenta morsel;$2.50;542;14-02-2018;south
magenta morsel;$2.50;507;14-02-2018;east
magenta morsel;$2.50;516;14-02-2018;west
chartreuse morsel;$3.00;527;14-02-2018;north
chartreuse morsel;$3.00;566;14-02-2018;south
chartreuse morsel;$3.00;598;14-02-2018;east
chartreuse morsel;$3.00;524;14-02-2018;west
periwinkle morsel;$1.25;595;14-02-2018;north
periwinkle morsel;$1.25;600;14-02-2018;south
periwinkle morsel;$1.25;558;14-02-2018;east
periwinkle morsel;$1.25;527;14-02-2018;west
vermilion morsel;$4.99;525;14-02-2018;north
vermilion morsel;$4.99;532;14-02-2018;south
vermilion morsel;$4.99;547;14-02-2018;east
vermilion morsel;$4.99;512;14-02-2018;west
lapis morsel;$1.99;531;14-02-2018;north
lapis morsel;$1.99;545;14-02-2018;south
lapis morsel;$1.99;596;14-02-2018;east
lapis morsel;$1.99;517;14-02-2018;west
pink morsel;$3.00;582;15-02-2018;north
pink morsel;$3.00;578;15-02-2018;south
pink morsel;$3.00;508;15-02-2018;east
pink morsel;$3.00;538;15-02-2018;west
gold morsel;$9.99;535;15-02-2018;north
gold morsel;$9.99;508;15-02-2018;south
gold morsel;$9.99;577;15-02-2018;east
gold morsel;$9.99;511;15-02-2018;west
magenta morsel;$2.50;523;15-02-2018;north
magenta morsel;$2.50;530;15-02-2018;south
magenta morsel;$2.50;582;15-02-2018;east
magenta morsel;$2.50;562;15-02-2018;west
chartreuse morsel;$3.00;535;15-02-2018;north
chartreuse morsel;$3.00;533;15-02-2018;south
chartreuse morsel;$3.00;588;15-02-2018;east
chartreuse morsel;$3.00;508;15-02-2018;west
periwinkle morsel;$1.25;511;15-02-2018;north
periwinkle morsel;$1.25;541;15-02-2018;south
periwinkle morsel;$1.25;529;15-02-2018;east
periwinkle morsel;$1.25;570;15-02-2018;west
vermilion morsel;$4.99;518;15-02-2018;north
vermilion morsel;$4.99;533;15-02-2018;south
vermilion morsel;$4.99;533;15-02-2018;east
vermilion morsel;$4.99;553;15-02-2018;west
lapis morsel;$1.99;526;15-02-2018;north
lapis morsel;$1.99;555;15-02-2018;south
lapis morsel;$1.99;552;15-02-2018;east
lapis morsel;$1.99;553;15-02-2018;west
pink morsel;$3.00;526;16-02-2018;north
pink morsel;$3.00;594;16-02-2018;south
pink morsel;$3.00;509;16-02-2018;east
pink morsel;$3.00;584;16-02-2018;west
gold morsel;$9.99;506;16-02-2018;north
gold morsel;$9.99;591;16-02-2018;south
gold morsel;$9.99;503;16-02-2018;east
gold morsel;$9.99;519;16-02-2018;west
magenta morsel;$2.50;548;16-02-2018;north
magenta morsel;$2.50;578;16-02-2018;south
magenta morsel;$2.50;518;16-02-2018;east
magenta morsel;$2.50;564;16-02-2018;west
chartreuse morsel;$3.00;500;16-02-2018;north
chartreuse morsel;$3.00;533;16-02-2018;south
chartreuse morsel;$3.00;501;16-02-2018;east
chartreuse morsel;$3.00;529;16-02-2018;west
periwinkle morsel;$1.25;597;16-02-2018;north
periwinkle morsel;$1.25;521;16-02-2018;south
periwinkle morsel;$1.25;557;16-02-2018;east
periwinkle morsel;$1.25;542;16-02-2018;west
vermilion morsel;$4.99;519;16-02-2018;north
vermilion morsel;$4.99;593;16-02-2018;south
vermilion morsel;$4.99;571;16-02-2018;east
vermilion morsel;$4.99;510;16-02-2018;west
lapis morsel;$1.99;515;16-02-2018;north
lapis morsel;$1.99;510;16-02-2018;south
lapis morsel;$1.99;521;16-02-2018;east
lapis morsel;$1.99;574;16-02-2018;west
pink morsel;$3.00;595;17-02-2018;north
pink morsel;$3.00;563;17-02-2018;south
pink morsel;$3.00;547;17-02-2018;east
pink morsel;$3.00;525;17-02-2018;west
gold morsel;$9.99;564;17-02-2018;north
gold morsel;$9.99;573;17-02-2018;south
gold morsel;$9.99;524;17-02-2018;east
gold morsel;$9.99;530;17-02-2018;west
magenta morsel;$2.50;595;17-02-2018;north
magenta morsel;$2.50;503;17-02-2018;south
magenta morsel;$2.50;580;17-02-2018;east
magenta morsel;$2.50;568;17-02-2018;west
chartreuse morsel;$3.00;528;17-02-2018;north
chartreuse morsel;$3.00;573;17-02-2018;south
chartreuse morsel;$3.00;578;17-02-2018;east
chartreuse morsel;$3.00;550;17-02-2018;west
periwinkle morsel;$1.25;555;17-02-2018;north
periwinkle morsel;$1.25;531;17-02-2018;south
periwinkle morsel;$1.25;515;17-02-2018;east
periwinkle morsel;$1.25;545;17-02-2018;west
vermilion morsel;$4.99;520;17-02-2018;north
vermilion morsel;$4.99;575;17-02-2018;south
vermilion morsel;$4.99;573;17-02-2018;east
vermilion morsel;$4.99;520;17-02-2018;west
lapis morsel;$1.99;515;17-02-2018;north
lapis morsel;$1.99;599;17-02-2018;south
lapis morsel;$1.99;569;17-02-2018;east
lapis morsel;$1.99;589;17-02-2018;west
pink morsel;$3.00;548;18-02-2018;north
pink morsel;$3.00;558;18-02-2018;south
pink morsel;$3.00;517;18-02-2018;east
pink morsel;$3.00;579;18-02-2018;west
gold morsel;$9.99;521;18-02-2018;north
gold morsel;$9.99;568;18-02-2018;south
gold morsel;$9.99;540;18-02-2018;east
gold morsel;$9.99;583;18-02-2018;west
magenta morsel;$2.50;575;18-02-2018;north
magenta morsel;$2.50;506;18-02-2018;south
magenta morsel;$2.50;532;18-02-2018;east
magenta morsel;$2.50;509;18-02-2018;west
chartreuse morsel;$3.00;591;18-02-2018;north
chartreuse morsel;$3.00;512;18-02-2018;south
chartreuse morsel;$3.00;539;18-02-2018;east
chartreuse morsel;$3.00;564;18-02-2018;west
periwinkle morsel;$1.25;513;18-02-2018;north
periwinkle morsel;$1.25;529;18-02-2018;south
periwinkle morsel;$1.25;577;18-02-2018;east
periwinkle morsel;$1.25;504;18-02-2018;west
vermilion morsel;$4.99;569;18-02-2018;north
vermilion morsel;$4.99;578;18-02-2018;south
vermilion morsel;$4.99;516;18-02-2018;east
vermilion morsel;$4.99;528;18-02-2018;west
lapis morsel;$1.99;575;18-02-2018;north
lapis morsel;$1.99;536;18-02-2018;south
lapis morsel;$1.99;504;18-02-2018;east
lapis morsel;$1.99;573;18-02-2018;west
pink morsel;$3.00;521;19-02-2018;north
pink morsel;$3.00;549;19-02-2018;south
pink morsel;$3.00;535;19-02-2018;east
pink morsel;$3.00;513;19-02-2018;west
gold morsel;$9.99;562;19-02-2018;north
gold morsel;$9.99;593;19-02-2018;south
gold morsel;$9.99;593;19-02-2018;east
gold morsel;$9.99;597;19-02-2018;west
magenta morsel;$2.50;511;19-02-2018;north
magenta morsel;$2.50;509;19-02-2018;south
magenta morsel;$2.50;590;19-02-2018;east
magenta morsel;$2.50;575;19-02-2018;west
chartreuse morsel;$3.00;519;19-02-2018;north
chartreuse morsel;$3.00;521;19-02-2018;south
chartreuse morsel;$3.00;532;19-02-2018;east
chartreuse morsel;$3.00;504;19-02-2018;west
periwinkle morsel;$1.25;508;19-02-2018;north
periwinkle morsel;$1.25;528;19-02-2018;south
periwinkle morsel;$1.25;555;19-02-2018;east
periwinkle morsel;$1.25;582;19-02-2018;west
vermilion morsel;$4.99;596;19-02-2018;north
vermilion morsel;$4.99;570;19-02-2018;south
vermilion morsel;$4.99;572;19-02-2018;east
vermilion morsel;$4.99;594;19-02-2018;west
lapis morsel;$1.99;551;19-02-2018;north
lapis morsel;$1.99;503;19-02-2018;south
lapis morsel;$1.99;568;19-02-2018;east
lapis morsel;$1.99;561;19-02-2018;west
pink morsel;$3.00;566;20-02-2018;north
pink morsel;$3.00;525;20-02-2018;south
pink morsel;$3.00;500;20-02-2018;east
pink morsel;$3.00;517;20-02-2018;west
gold morsel;$9.99;581;20-02-2018;north
gold morsel;$9.99;544;20-02-2018;south
gold morsel;$9.99;569;20-02-2018;east
gold morsel;$9.99;595;20-02-2018;west
magenta morsel;$2.50;521;20-02-2018;north
magenta morsel;$2.50;583;20-02-2018;south
magenta morsel;$2.50;578;20-02-2018;east
magenta morsel;$2.50;573;20-02-2018;west
chartreuse morsel;$3.00;557;20-02-2018;north
chartreuse morsel;$3.00;582;20-02-2018;south
chartreuse morsel;$3.00;552;20-02-2018;east
chartreuse morsel;$3.00;524;20-02-2018;west
periwinkle morsel;$1.25;593;20-02-2018;north
periwinkle morsel;$1.25;530;20-02-2018;south
periwinkle morsel;$1.25;521;20-02-2018;east
periwinkle morsel;$1.25;597;20-02-2018;west
vermilion morsel;$4.99;581;20-02-2018;north
vermilion morsel;$4.99;521;20-02-2018;south
vermilion morsel;$4.99;583;20-02-2018;east
vermilion morsel;$4.99;517;20-02-2018;west
lapis morsel;$1.99;522;20-02-2018;north
lapis morsel;$1.99;533;20-02-2018;south
lapis morsel;$1.99;587;20-02-2018;east
lapis morsel;$1.99;518;20-02-2018;west
pink morsel;$3.00;579;21-02-2018;north
pink morsel;$3.00;514;21-02-2018;south
pink morsel;$3.00;555;21-02-2018;east
pink morsel;$3.00;516;21-02-2018;west
gold morsel;$9.99;575;21-02-2018;north
gold morsel;$9.99;500;21-02-2018;south
gold morsel;$9.99;558;21-02-2018;east
gold morsel;$9.99;508;21-02-2018;west
magenta morsel;$2.50;587;21-02-2018;north
magenta morsel;$2.50;569;21-02-2018;south
magenta morsel;$2.50;507;21-02-2018;east
magenta morsel;$2.50;517;21-02-2018;west
chartreuse morsel;$3.00;546;21-02-2018;north
chartreuse morsel;$3.00;563;21-02-2018;south
chartreuse morsel;$3.00;512;21-02-2018;east
chartreuse morsel;$3.00;556;21-02-2018;west
periwinkle morsel;$1.25;507;21-02-2018;north
periwinkle morsel;$1.25;584;21-02-2018;south
periwinkle morsel;$1.25;558;21-02-2018;east
periwinkle morsel;$1.25;594;21-02-2018;west
vermilion morsel;$4.99;557;21-02-2018;north
vermilion morsel;$4.99;522;21-02-2018;south
vermilion morsel;$4.99;568;21-02-2018;east
vermilion morsel;$4.99;588;21-02-2018;west
lapis morsel;$1.99;596;21-02-2018;north
lapis morsel;$1.99;572;21-02-2018;south
lapis morsel;$1.99;524;21-02-2018;east
lapis morsel;$1.99;537;21-02-2018;west
pink morsel;$3.00;545;22-02-2018;north
pink morsel;$3.00;544;22-02-2018;south
pink morsel;$3.00;556;22-02-2018;east
pink morsel;$3.00;588;22-02-2018;west
gold morsel;$9.99;529;22-02-2018;north
gold morsel;$9.99;531;22-02-2018;south
gold morsel;$9.99;516;22-02-2018;east
gold morsel;$9.99;542;22-02-2018;west
magenta morsel;$2.50;577;22-02-2018;north
magenta morsel;$2.50;525;22-02-2018;south
magenta morsel;$2.50;520;22-02-2018;east
magenta morsel;$2.50;530;22-02-2018;west
chartreuse morsel;$3.00;554;22-02-2018;north
chartreuse morsel;$3.00;528;22-02-2018;south
chartreuse morsel;$3.00;533;22-02-2018;east
chartreuse morsel;$3.00;521;22-02-2018;west
periwinkle morsel;$1.25;576;22-02-2018;north
periwinkle morsel;$1.25;586;22-02-2018;south
periwinkle morsel;$1.25;521;22-02-2018;east
periwinkle morsel;$1.25;507;22-02-2018;west
vermilion morsel;$4.99;524;22-02-2018;north
vermilion morsel;$4.99;522;22-02-2018;south
vermilion morsel;$4.99;543;22-02-2018;east
vermilion morsel;$4.99;573;22-02-2018;west
lapis morsel;$1.99;505;22-02-2018;north
lapis morsel;$1.99;508;22-02-2018;south
lapis morsel;$1.99;579;22-02-2018;east
lapis morsel;$1.99;600;22-02-2018;west
pink morsel;$3.00;511;23-02-2018;north
pink morsel;$3.00;521;23-02-2018;south
pink morsel;$3.00;547;23-02-2018;east
pink morsel;$3.00;591;23-02-2018;west
gold morsel;$9.99;519;23-02-2018;north
gold morsel;$9.99;536;23-02-2018;south
gold morsel;$9.99;551;23-02-2018;east
gold morsel;$9.99;541;23-02-2018;west
magenta morsel;$2.50;502;23-02-2018;north
magenta morsel;$2.50;578;23-02-2018;south
magenta morsel;$2.50;516;23-02-2018;east
magenta morsel;$2.50;582;23-02-2018;west
chartreuse morsel;$3.00;546;23-02-2018;north
chartreuse morsel;$3.00;527;23-02-2018;south
chartreuse morsel;$3.00;578;23-02-2018;east
chartreuse morsel;$3.00;550;23-02-2018;west
periwinkle morsel;$1.25;562;23-02-2018;north
periwinkle morsel;$1.25;519;23-02-2018;south
periwinkle morsel;$1.25;506;23-02-2018;east
periwinkle morsel;$1.25;592;23-02-2018;west
vermilion morsel;$4.99;521;23-02-2018;north
vermilion morsel;$4.99;578;23-02-2018;south
vermilion morsel;$4.99;599;23-02-2018;east
vermilion morsel;$4.99;521;23-02-2018;west
lapis morsel;$1.99;501;23-02-2018;north
lapis morsel;$1.99;523;23-02-2018;south
lapis morsel;$1.99;551;23-02-2018;east
lapis morsel;$1.99;600;23-02-2018;west
pink morsel;$3.00;543;24-02-2018;north
pink morsel;$3.00;566;24-02-2018;south
pink morsel;$3.00;575;24-02-2018;east
pink morsel;$3.00;574;24-02-2018;west
gold morsel;$9.99;532;24-02-2018;north
gold morsel;$9.99;538;24-02-2018;south
gold morsel;$9.99;565;24-02-2018;east
gold morsel;$9.99;507;24-02-2018;west
magenta morsel;$2.50;518;24-02-2018;north
magenta morsel;$2.50;589;24-02-2018;south
magenta morsel;$2.50;547;24-02-2018;east
magenta morsel;$2.50;511;24-02-2018;west
chartreuse morsel;$3.00;583;24-02-2018;north
chartreuse morsel;$3.00;528;24-02-2018;south
chartreuse morsel;$3.00;520;24-02-2018;east
chartreuse morsel;$3.00;552;24-02-2018;west
periwinkle morsel;$1.25;548;24-02-2018;north
periwinkle morsel;$1.25;500;24-02-2018;south
periwinkle morsel;$1.25;570;24-02-2018;east
periwinkle morsel;$1.25;599;24-02-2018;west
vermilion morsel;$4.99;528;24-02-2018;north
vermilion morsel;$4.99;592;24-02-2018;south
vermilion morsel;$4.99;538;24-02-2018;east
vermilion morsel;$4.99;565;24-02-2018;west
lapis morsel;$1.99;598;24-02-2018;north
lapis morsel;$1.99;501;24-02-2018;south
lapis morsel;$1.99;556;24-02-2018;east
lapis morsel;$1.99;550;24-02-2018;west
pink morsel;$3.00;532;25-02-2018;north
pink morsel;$3.00;570;25-02-2018;south
pink morsel;$3.00;545;25-02-2018;east
pink morsel;$3.00;553;25-02-2018;west
gold morsel;$9.99;583;25-02-2018;north
gold morsel;$9.99;600;25-02-2018;south
gold morsel;$9.99;586;25-02-2018;east
gold morsel;$9.99;574;25-02-2018;west
magenta morsel;$2.50;554;25-02-2018;north
magenta morsel;$2.50;526;25-02-2018;south
magenta morsel;$2.50;588;25-02-2018;east
magenta morsel;$2.50;566;25-02-2018;west
chartreuse morsel;$3.00;511;25-02-2018;north
chartreuse morsel;$3.00;523;25-02-2018;south
chartreuse morsel;$3.00;527;25-02-2018;east
chartreuse morsel;$3.00;521;25-02-2018;west
periwinkle morsel;$1.25;541;25-02-2018;north
periwinkle morsel;$1.25;502;25-02-2018;south
periwinkle morsel;$1.25;518;25-02-2018;east
periwinkle morsel;$1.25;573;25-02-2018;west
vermilion morsel;$4.99;591;25-02-2018;north
vermilion morsel;$4.99;541;25-02-2018;south
vermilion morsel;$4.99;537;25-02-2018;east
vermilion morsel;$4.99;586;25-02-2018;west
lapis morsel;$1.99;508;25-02-2018;north
lapis morsel;$1.99;550;25-02-2018;south
lapis morsel;$1.99;575;25-02-2018;east
lapis morsel;$1.99;542;25-02-2018;west
pink morsel;$3.00;562;26-02-2018;north
pink morsel;$3.00;511;26-02-2018;south
pink morsel;$3.00;508;26-02-2018;east
pink morsel;$3.00;510;26-02-2018;west
gold morsel;$9.99;513;26-02-2018;north
gold morsel;$9.99;587;26-02-2018;south
gold morsel;$9.99;585;26-02-2018;east
gold morsel;$9.99;542;26-02-2018;west
magenta morsel;$2.50;511;26-02-2018;north
magenta morsel;$2.50;547;26-02-2018;south
magenta morsel;$2.50;547;26-02-2018;east
magenta morsel;$2.50;541;26-02-2018;west
chartreuse morsel;$3.00;569;26-02-2018;north
chartreuse morsel;$3.00;504;26-02-2018;south
chartreuse morsel;$3.00;586;26-02-2018;east
chartreuse morsel;$3.00;582;26-02-2018;west
periwinkle morsel;$1.25;578;26-02-2018;north
periwinkle morsel;$1.25;510;26-02-2018;south
periwinkle morsel;$1.25;530;26-02-2018;east
periwinkle morsel;$1.25;564;26-02-2018;west
vermilion morsel;$4.99;548;26-02-2018;north
vermilion morsel;$4.99;589;26-02-2018;south
vermilion morsel;$4.99;594;26-02-2018;east
vermilion morsel;$4.99;529;26-02-2018;west
lapis morsel;$1.99;533;26-02-2018;north
lapis morsel;$1.99;549;26-02-2018;south
lapis morsel;$1.99;596;26-02-2018;east
lapis morsel;$1.99;514;26-02-2018;west
pink morsel;$3.00;555;27-02-2018;north
pink morsel;$3.00;565;27-02-2018;south
pink morsel;$3.00;526;27-02-2018;east
pink morsel;$3.00;540;27-02-2018;west
gold morsel;$9.99;563;27-02-2018;north
gold morsel;$9.99;541;27-02-2018;south
gold morsel;$9.99;505;27-02-2018;east
gold morsel;$9.99;564;27-02-2018;west
magenta morsel;$2.50;516;27-02-2018;north
