Sales,Date,Region
162000,2018-04-20,south
167700,2018-04-20,east
150900,2018-04-20,west
168300,2018-04-21,north
174300,2018-04-21,south
164400,2018-04-21,east
157800,2018-04-21,west
157200,2018-04-22,north
154500,2018-04-22,south
155700,2018-04-22,east
162600,2018-04-22,west
171000,2018-04-23,north
165900,2018-04-23,south
166500,2018-04-23,east
152100,2018-04-23,west
150300,2018-04-24,north
165000,2018-04-24,south
168900,2018-04-24,east
174300,2018-04-24,west
162300,2018-04-25,north
150300,2018-04-25,south
175800,2018-04-25,east
155700,2018-04-25,west
171300,2018-04-26,north
173400,2018-04-26,south
174000,2018-04-26,east
156300,2018-04-26,west
171600,2018-04-27,north
179100,2018-04-27,south
167400,2018-04-27,east
171600,2018-04-27,west
163200,2018-04-28,north
164100,2018-04-28,south
158400,2018-04-28,east
159000,2018-04-28,west
171300,2018-04-29,north
159300,2018-04-29,south
174000,2018-04-29,east
163800,2018-04-29,west
165300,2018-04-30,north
159000,2018-04-30,south
159300,2018-04-30,east
160200,2018-04-30,west
178500,2018-05-01,north
176400,2018-05-01,south
150600,2018-05-01,east
153600,2018-05-01,west
162300,2018-05-02,north
167400,2018-05-02,south
179100,2018-05-02,east
165300,2018-05-02,west
178500,2018-05-03,north
156900,2018-05-03,south
150000,2018-05-03,east
177000,2018-05-03,west
165300,2018-05-04,north
159000,2018-05-04,south
167100,2018-05-04,east
162900,2018-05-04,west
157800,2018-05-05,north
166500,2018-05-05,south
157500,2018-05-05,east
158700,2018-05-05,west
167400,2018-05-06,north
178500,2018-05-06,south
171900,2018-05-06,east
161700,2018-05-06,west
179400,2018-05-07,north
156300,2018-05-07,south
172800,2018-05-07,east
174000,2018-05-07,west
161700,2018-05-08,north
165000,2018-05-08,south
172800,2018-05-08,east
163500,2018-05-08,west
158400,2018-05-09,north
164700,2018-05-09,south
155100,2018-05-09,east
151200,2018-05-09,west
173700,2018-05-10,north
155100,2018-05-10,south
151500,2018-05-10,east
171600,2018-05-10,west
174600,2018-05-11,north
167700,2018-05-11,south
158400,2018-05-11,east
161700,2018-05-11,west
174300,2018-05-12,north
153300,2018-05-12,south
152100,2018-05-12,east
157800,2018-05-12,west
154500,2018-05-13,north
171300,2018-05-13,south
166500,2018-05-13,east
164400,2018-05-13,west
177600,2018-05-14,north
156000,2018-05-14,south
164400,2018-05-14,east
150300,2018-05-14,west
180000,2018-05-15,north
175800,2018-05-15,south
170100,2018-05-15,east
167100,2018-05-15,west
159300,2018-05-16,north
161700,2018-05-16,south
162600,2018-05-16,east
162900,2018-05-16,west
172800,2018-05-17,north
150600,2018-05-17,south
159000,2018-05-17,east
162600,2018-05-17,west
178200,2018-05-18,north
157200,2018-05-18,south
153900,2018-05-18,east
150900,2018-05-18,west
178800,2018-05-19,north
171300,2018-05-19,south
162600,2018-05-19,east
162900,2018-05-19,west
154800,2018-05-20,north
171600,2018-05-20,south
175200,2018-05-20,east
163800,2018-05-20,west
157500,2018-05-21,north
167100,2018-05-21,south
162600,2018-05-21,east
157200,2018-05-21,west
157200,2018-05-22,north
156900,2018-05-22,south
158100,2018-05-22,east
152100,2018-05-22,west
164100,2018-05-23,north
169200,2018-05-23,south
171300,2018-05-23,east
156300,2018-05-23,west
152400,2018-05-24,north
153300,2018-05-24,south
169500,2018-05-24,east
153300,2018-05-24,west
159900,2018-05-25,north
166500,2018-05-25,south
171300,2018-05-25,east
164400,2018-05-25,west
177600,2018-05-26,north
153000,2018-05-26,south
165000,2018-05-26,east
151200,2018-05-26,west
162900,2018-05-27,north
170700,2018-05-27,south
152100,2018-05-27,east
176100,2018-05-27,west
175500,2018-05-28,north
165900,2018-05-28,south
180000,2018-05-28,east
153900,2018-05-28,west
171300,2018-05-29,north
175200,2018-05-29,south
162900,2018-05-29,east
163500,2018-05-29,west
167400,2018-05-30,north
170100,2018-05-30,south
161400,2018-05-30,east
179400,2018-05-30,west
172500,2018-05-31,north
165900,2018-05-31,south
153600,2018-05-31,east
162000,2018-05-31,west
179400,2018-06-01,north
162300,2018-06-01,south
166500,2018-06-01,east
167100,2018-06-01,west
175200,2018-06-02,north
170700,2018-06-02,south
179700,2018-06-02,east
166800,2018-06-02,west
159600,2018-06-03,north
150300,2018-06-03,south
157800,2018-06-03,east
168000,2018-06-03,west
160800,2018-06-04,north
168300,2018-06-04,south
157200,2018-06-04,east
165600,2018-06-04,west
171300,2018-06-05,north
169800,2018-06-05,south
155700,2018-06-05,east
178200,2018-06-05,west
169500,2018-06-06,north
168000,2018-06-06,south
176100,2018-06-06,east
165900,2018-06-06,west
151800,2018-06-07,north
157200,2018-06-07,south
178500,2018-06-07,east
155700,2018-06-07,west
171900,2018-06-08,north
167700,2018-06-08,south
169500,2018-06-08,east
160200,2018-06-08,west
178200,2018-06-09,north
177300,2018-06-09,south
165600,2018-06-09,east
166500,2018-06-09,west
157800,2018-06-10,north
164100,2018-06-10,south
173700,2018-06-10,east
155700,2018-06-10,west
178800,2018-06-11,north
167700,2018-06-11,south
169800,2018-06-11,east
172800,2018-06-11,west
177600,2018-06-12,north
155100,2018-06-12,south
154800,2018-06-12,east
154200,2018-06-12,west
168300,2018-06-13,north
168300,2018-06-13,south
157200,2018-06-13,east
168300,2018-06-13,west
176100,2018-06-14,north
166800,2018-06-14,south
159900,2018-06-14,east
159300,2018-06-14,west
162300,2018-06-15,north
173700,2018-06-15,south
159300,2018-06-15,east
178800,2018-06-15,west
165900,2018-06-16,north
164100,2018-06-16,south
157500,2018-06-16,east
161100,2018-06-16,west
159900,2018-06-17,north
153000,2018-06-17,south
160800,2018-06-17,east
162600,2018-06-17,west
153000,2018-06-18,north
170700,2018-06-18,south
161100,2018-06-18,east
163500,2018-06-18,west
159300,2018-06-19,north
174900,2018-06-19,south
162300,2018-06-19,east
160800,2018-06-19,west
166500,2018-06-20,north
165900,2018-06-20,south
173400,2018-06-20,east
155700,2018-06-20,west
179700,2018-06-21,north
158700,2018-06-21,south
155700,2018-06-21,east
154200,2018-06-21,west
174300,2018-06-22,north
179700,2018-06-22,south
168600,2018-06-22,east
168300,2018-06-22,west
179100,2018-06-23,north
155400,2018-06-23,south
169500,2018-06-23,east
156600,2018-06-23,west
156300,2018-06-24,north
162300,2018-06-24,south
153000,2018-06-24,east
166200,2018-06-24,west
165000,2018-06-25,north
160200,2018-06-25,south
154800,2018-06-25,east
162300,2018-06-25,west
172800,2018-06-26,north
153300,2018-06-26,south
150300,2018-06-26,east
162900,2018-06-26,west
158100,2018-06-27,north
165900,2018-06-27,south
170700,2018-06-27,east
166500,2018-06-27,west
156300,2018-06-28,north
163800,2018-06-28,south
169200,2018-06-28,east
150300,2018-06-28,west
168600,2018-06-29,north
176400,2018-06-29,south
162900,2018-06-29,east
177900,2018-06-29,west
155400,2018-06-30,north
165300,2018-06-30,south
151500,2018-06-30,east
155700,2018-06-30,west
174600,2018-07-01,north
167100,2018-07-01,south
171600,2018-07-01,east
155400,2018-07-01,west
169500,2018-07-02,north
161100,2018-07-02,south
168000,2018-07-02,east
167100,2018-07-02,west
164400,2018-07-03,north
163800,2018-07-03,south
162300,2018-07-03,east
151500,2018-07-03,west
174300,2018-07-04,north
158700,2018-07-04,south
176400,2018-07-04,east
157200,2018-07-04,west
175200,2018-07-05,north
164700,2018-07-05,south
157500,2018-07-05,east
150000,2018-07-05,west
174300,2018-07-06,north
156600,2018-07-06,south
175800,2018-07-06,east
168900,2018-07-06,west
177600,2018-07-07,north
177000,2018-07-07,south
169500,2018-07-07,east
156600,2018-07-07,west
162300,2018-07-08,north
177600,2018-07-08,south
151500,2018-07-08,east
176100,2018-07-08,west
162300,2018-07-09,north
178800,2018-07-09,south
154200,2018-07-09,east
151500,2018-07-09,west
179400,2018-07-10,north
179400,2018-07-10,south
175500,2018-07-10,east
176100,2018-07-10,west
160500,2018-07-11,north
156900,2018-07-11,south
163800,2018-07-11,east
167700,2018-07-11,west
159300,2018-07-12,north
150000,2018-07-12,south
153900,2018-07-12,east
171900,2018-07-12,west
174900,2018-07-13,north
159600,2018-07-13,south
168000,2018-07-13,east
150900,2018-07-13,west
150000,2018-07-14,north
165300,2018-07-14,south
162000,2018-07-14,east
157500,2018-07-14,west
173700,2018-07-15,north
171300,2018-07-15,south
169800,2018-07-15,east
153900,2018-07-15,west
177300,2018-07-16,north
170700,2018-07-16,south
155400,2018-07-16,east
151500,2018-07-16,west
155100,2018-07-17,north
156600,2018-07-17,south
178800,2018-07-17,east
161400,2018-07-17,west
170400,2018-07-18,north
165600,2018-07-18,south
153000,2018-07-18,east
165900,2018-07-18,west
162000,2018-07-19,north
172500,2018-07-19,south
170400,2018-07-19,east
152700,2018-07-19,west
173100,2018-07-20,north
176100,2018-07-20,south
164400,2018-07-20,east
165300,2018-07-20,west
172500,2018-07-21,north
169800,2018-07-21,south
166200,2018-07-21,east
165600,2018-07-21,west
160800,2018-07-22,north
177300,2018-07-22,south
165900,2018-07-22,east
164700,2018-07-22,west
163800,2018-07-23,north
162300,2018-07-23,south
171900,2018-07-23,east
162900,2018-07-23,west
170100,2018-07-24,north
172500,2018-07-24,south
175200,2018-07-24,east
155700,2018-07-24,west
150000,2018-07-25,north
170700,2018-07-25,south
153300,2018-07-25,east
173700,2018-07-25,west
160500,2018-07-26,north
176700,2018-07-26,south
155100,2018-07-26,east
152100,2018-07-26,west
165900,2018-07-27,north
161100,2018-07-27,south
169500,2018-07-27,east
163200,2018-07-27,west
151500,2018-07-28,north
158400,2018-07-28,south
159600,2018-07-28,east
174300,2018-07-28,west
179100,2018-07-29,north
159900,2018-07-29,south
174900,2018-07-29,east
175500,2018-07-29,west
175500,2018-07-30,north
166200,2018-07-30,south
150900,2018-07-30,east
177600,2018-07-30,west
169500,2018-07-31,north
170700,2018-07-31,south
154800,2018-07-31,east
157800,2018-07-31,west
156300,2018-08-01,north
167400,2018-08-01,south
155400,2018-08-01,east
166500,2018-08-01,west
152700,2018-08-02,north
161700,2018-08-02,south
154800,2018-08-02,east
167100,2018-08-02,west
166800,2018-08-03,north
167100,2018-08-03,south
171900,2018-08-03,east
166800,2018-08-03,west
153600,2018-08-04,north
173400,2018-08-04,south
174300,2018-08-04,east
177600,2018-08-04,west
165000,2018-08-05,north
159900,2018-08-05,south
161400,2018-08-05,east
177300,2018-08-05,west
161100,2018-08-06,north
160500,2018-08-06,south
155400,2018-08-06,east
178800,2018-08-06,west
156600,2018-08-07,north
156000,2018-08-07,south
155100,2018-08-07,east
162600,2018-08-07,west
166500,2018-08-08,north
153900,2018-08-08,south
150600,2018-08-08,east
161700,2018-08-08,west
179700,2018-08-09,north
179400,2018-08-09,south
162000,2018-08-09,east
168300,2018-08-09,west
162000,2018-08-10,north
155400,2018-08-10,south
170100,2018-08-10,east
178500,2018-08-10,west
168900,2018-08-11,north
165000,2018-08-11,south
153300,2018-08-11,east
158700,2018-08-11,west
150900,2018-08-12,north
174300,2018-08-12,south
171900,2018-08-12,east
174300,2018-08-12,west
170100,2018-08-13,north
162900,2018-08-13,south
163800,2018-08-13,east
161100,2018-08-13,west
162300,2018-08-14,north
163500,2018-08-14,south
171600,2018-08-14,east
170700,2018-08-14,west
160200,2018-08-15,north
154200,2018-08-15,south
180000,2018-08-15,east
173400,2018-08-15,west
178800,2018-08-16,north
161400,2018-08-16,south
174300,2018-08-16,east
177000,2018-08-16,west
177600,2018-08-17,north
171300,2018-08-17,south
162300,2018-08-17,east
175200,2018-08-17,west
152700,2018-08-18,north
177600,2018-08-18,south
168900,2018-08-18,east
171300,2018-08-18,west
150900,2018-08-19,north
157500,2018-08-19,south
170100,2018-08-19,east
157500,2018-08-19,west
158100,2018-08-20,north
177900,2018-08-20,south
166200,2018-08-20,east
150600,2018-08-20,west
179400,2018-08-21,north
165900,2018-08-21,south
164400,2018-08-21,east
170700,2018-08-21,west
170400,2018-08-22,north
150000,2018-08-22,south
153900,2018-08-22,east
180000,2018-08-22,west
155700,2018-08-23,north
155400,2018-08-23,south
178800,2018-08-23,east
156300,2018-08-23,west
154800,2018-08-24,north
156000,2018-08-24,south
173400,2018-08-24,east
164400,2018-08-24,west
162900,2018-08-25,north
167700,2018-08-25,south
176400,2018-08-25,east
151500,2018-08-25,west
154200,2018-08-26,north
154500,2018-08-26,south
166800,2018-08-26,east
158400,2018-08-26,west
160500,2018-08-27,north
174000,2018-08-27,south
160200,2018-08-27,east
150900,2018-08-27,west
156600,2018-08-28,north
168000,2018-08-28,south
165600,2018-08-28,east
172200,2018-08-28,west
166200,2018-08-29,north
179400,2018-08-29,south
173400,2018-08-29,east
164700,2018-08-29,west
163500,2018-08-30,north
174300,2018-08-30,south
166500,2018-08-30,east
177000,2018-08-30,west
174900,2018-08-31,north
169500,2018-08-31,south
164400,2018-08-31,east
160200,2018-08-31,west
156000,2018-09-01,north
150000,2018-09-01,south
171900,2018-09-01,east
155700,2018-09-01,west
152700,2018-09-02,north
165300,2018-09-02,south
150600,2018-09-02,east
157500,2018-09-02,west
174900,2018-09-03,north
177000,2018-09-03,south
167400,2018-09-03,east
165000,2018-09-03,west
179400,2018-09-04,north
150900,2018-09-04,south
178500,2018-09-04,east
153900,2018-09-04,west
173100,2018-09-05,north
161700,2018-09-05,south
165600,2018-09-05,east
159900,2018-09-05,west
171300,2018-09-06,north
150600,2018-09-06,south
175800,2018-09-06,east
165000,2018-09-06,west
179100,2018-09-07,north
162300,2018-09-07,south
177600,2018-09-07,east
165300,2018-09-07,west
165900,2018-09-08,north
175500,2018-09-08,south
153300,2018-09-08,east
155700,2018-09-08,west
152700,2018-09-09,north
161400,2018-09-09,south
163800,2018-09-09,east
170400,2018-09-09,west
165000,2018-09-10,north
165600,2018-09-10,south
178200,2018-09-10,east
152700,2018-09-10,west
157800,2018-09-11,north
176700,2018-09-11,south
174900,2018-09-11,east
152400,2018-09-11,west
171900,2018-09-12,north
169500,2018-09-12,south
174000,2018-09-12,east
153300,2018-09-12,west
165300,2018-09-13,north
156000,2018-09-13,south
167700,2018-09-13,east
153900,2018-09-13,west
171300,2018-09-14,north
155400,2018-09-14,south
174300,2018-09-14,east
170100,2018-09-14,west
158700,2018-09-15,north
151200,2018-09-15,south
169800,2018-09-15,east
174600,2018-09-15,west
155400,2018-09-16,north
155400,2018-09-16,south
178200,2018-09-16,east
178200,2018-09-16,west
176400,2018-09-17,north
162000,2018-09-17,south
154500,2018-09-17,east
172200,2018-09-17,west
150300,2018-09-18,north
153000,2018-09-18,south
173700,2018-09-18,east
169200,2018-09-18,west
154200,2018-09-19,north
175800,2018-09-19,south
177900,2018-09-19,east
159300,2018-09-19,west
168600,2018-09-20,north
174900,2018-09-20,south
166200,2018-09-20,east
156900,2018-09-20,west
159000,2018-09-21,north
166500,2018-09-21,south
171600,2018-09-21,east
170400,2018-09-21,west
163200,2018-09-22,north
158100,2018-09-22,south
175800,2018-09-22,east
164100,2018-09-22,west
173100,2018-09-23,north
167700,2018-09-23,south
172800,2018-09-23,east
175500,2018-09-23,west
161100,2018-09-24,north
159300,2018-09-24,south
179700,2018-09-24,east
156000,2018-09-24,west
153000,2018-09-25,north
177000,2018-09-25,south
161100,2018-09-25,east
170100,2018-09-25,west
161700,2018-09-26,north
151500,2018-09-26,south
171300,2018-09-26,east
150000,2018-09-26,west
163200,2018-09-27,north
171300,2018-09-27,south
174300,2018-09-27,east
158700,2018-09-27,west
174900,2018-09-28,north
153300,2018-09-28,south
165300,2018-09-28,east
151200,2018-09-28,west
151800,2018-09-29,north
162300,2018-09-29,south
170100,2018-09-29,east
159600,2018-09-29,west
174600,2018-09-30,north
153600,2018-09-30,south
165900,2018-09-30,east
152400,2018-09-30,west
178200,2018-10-01,north
163200,2018-10-01,south
175500,2018-10-01,east
165000,2018-10-01,west
168000,2018-10-02,north
170100,2018-10-02,south
180000,2018-10-02,east
174000,2018-10-02,west
156300,2018-10-03,north
178800,2018-10-03,south
153600,2018-10-03,east
176400,2018-10-03,west
151200,2018-10-04,north
156000,2018-10-04,south
162600,2018-10-04,east
179700,2018-10-04,west
177900,2018-10-05,north
168300,2018-10-05,south
171300,2018-10-05,east
179400,2018-10-05,west
158400,2018-10-06,north
164700,2018-10-06,south
159600,2018-10-06,east
151500,2018-10-06,west
153300,2018-10-07,north
160800,2018-10-07,south
179400,2018-10-07,east
157800,2018-10-07,west
170100,2018-10-08,north
161700,2018-10-08,south
177900,2018-10-08,east
178500,2018-10-08,west
168000,2018-10-09,north
159000,2018-10-09,south
155100,2018-10-09,east
158700,2018-10-09,west
174900,2018-10-10,north
170100,2018-10-10,south
159900,2018-10-10,east
150600,2018-10-10,west
159600,2018-10-11,north
180000,2018-10-11,south
174900,2018-10-11,east
167400,2018-10-11,west
178200,2018-10-12,north
164700,2018-10-12,south
154200,2018-10-12,east
165600,2018-10-12,west
158100,2018-10-13,north
171300,2018-10-13,south
172200,2018-10-13,east
168600,2018-10-13,west
172800,2018-10-14,north
175500,2018-10-14,south
150300,2018-10-14,east
160200,2018-10-14,west
160500,2018-10-15,north
171900,2018-10-15,south
154800,2018-10-15,east
162600,2018-10-15,west
155100,2018-10-16,north
166200,2018-10-16,south
165000,2018-10-16,east
178800,2018-10-16,west
153600,2018-10-17,north
155100,2018-10-17,south
165600,2018-10-17,east
164400,2018-10-17,west
169200,2018-10-18,north
151800,2018-10-18,south
150900,2018-10-18,east
167400,2018-10-18,west
152100,2018-10-19,north
163200,2018-10-19,south
179400,2018-10-19,east
168900,2018-10-19,west
169200,2018-10-20,north
166200,2018-10-20,south
177600,2018-10-20,east
171000,2018-10-20,west
156900,2018-10-21,north
170400,2018-10-21,south
176700,2018-10-21,east
176700,2018-10-21,west
154200,2018-10-22,north
170700,2018-10-22,south
157800,2018-10-22,east
152100,2018-10-22,west
176400,2018-10-23,north
168300,2018-10-23,south
160200,2018-10-23,east
175500,2018-10-23,west
165000,2018-10-24,north
162900,2018-10-24,south
169200,2018-10-24,east
154200,2018-10-24,west
162900,2018-10-25,north
158700,2018-10-25,south
163500,2018-10-25,east
165300,2018-10-25,west
159600,2018-10-26,north
152400,2018-10-26,south
154500,2018-10-26,east
170700,2018-10-26,west
150900,2018-10-27,north
150900,2018-10-27,south
168600,2018-10-27,east
178500,2018-10-27,west
163500,2018-10-28,north
175200,2018-10-28,south
178500,2018-10-28,east
175500,2018-10-28,west
170700,2018-10-29,north
170100,2018-10-29,south
159900,2018-10-29,east
178200,2018-10-29,west
167700,2018-10-30,north
171900,2018-10-30,south
153000,2018-10-30,east
177600,2018-10-30,west
167400,2018-10-31,north
164100,2018-10-31,south
159600,2018-10-31,east
150600,2018-10-31,west
169200,2018-11-01,north
162300,2018-11-01,south
159300,2018-11-01,east
155100,2018-11-01,west
172800,2018-11-02,north
160800,2018-11-02,south
153000,2018-11-02,east
179100,2018-11-02,west
170400,2018-11-03,north
165300,2018-11-03,south
154800,2018-11-03,east
162600,2018-11-03,west
169500,2018-11-04,north
159000,2018-11-04,south
153000,2018-11-04,east
164400,2018-11-04,west
161100,2018-11-05,north
161700,2018-11-05,south
177600,2018-11-05,east
164100,2018-11-05,west
174000,2018-11-06,north
159000,2018-11-06,south
177300,2018-11-06,east
164100,2018-11-06,west
152700,2018-11-07,north
175500,2018-11-07,south
165000,2018-11-07,east
159300,2018-11-07,west
154800,2018-11-08,north
162300,2018-11-08,south
150000,2018-11-08,east
156900,2018-11-08,west
164700,2018-11-09,north
166200,2018-11-09,south
171000,2018-11-09,east
171900,2018-11-09,west
159000,2018-11-10,north
153900,2018-11-10,south
156600,2018-11-10,east
177000,2018-11-10,west
172200,2018-11-11,north
152400,2018-11-11,south
164100,2018-11-11,east
166200,2018-11-11,west
171600,2018-11-12,north
161100,2018-11-12,south
156900,2018-11-12,east
179700,2018-11-12,west
169800,2018-11-13,north
158100,2018-11-13,south
177600,2018-11-13,east
164400,2018-11-13,west
156300,2018-11-14,north
170700,2018-11-14,south
153300,2018-11-14,east
157200,2018-11-14,west
162300,2018-11-15,north
169800,2018-11-15,south
152100,2018-11-15,east
170700,2018-11-15,west
158700,2018-11-16,north
177600,2018-11-16,south
166200,2018-11-16,east
157800,2018-11-16,west
155400,2018-11-17,north
151500,2018-11-17,south
160200,2018-11-17,east
155700,2018-11-17,west
152100,2018-11-18,north
174000,2018-11-18,south
161700,2018-11-18,east
164700,2018-11-18,west
155100,2018-11-19,north
150000,2018-11-19,south
172500,2018-11-19,east
156300,2018-11-19,west
179100,2018-11-20,north
157800,2018-11-20,south
163200,2018-11-20,east
167400,2018-11-20,west
161700,2018-11-21,north
150900,2018-11-21,south
164400,2018-11-21,east
154200,2018-11-21,west
165000,2018-11-22,north
175800,2018-11-22,south
171000,2018-11-22,east
173700,2018-11-22,west
177900,2018-11-23,north
174300,2018-11-23,south
156000,2018-11-23,east
171900,2018-11-23,west
168900,2018-11-24,north
