product;price;quantity;date;region
magenta morsel;$2.50;587;18-10-2020;south
magenta morsel;$2.50;522;18-10-2020;east
magenta morsel;$2.50;519;18-10-2020;west
chartreuse morsel;$3.00;533;18-10-2020;north
chartreuse morsel;$3.00;507;18-10-2020;south
chartreuse morsel;$3.00;536;18-10-2020;east
chartreuse morsel;$3.00;583;18-10-2020;west
periwinkle morsel;$1.25;577;18-10-2020;north
periwinkle morsel;$1.25;535;18-10-2020;south
periwinkle morsel;$1.25;567;18-10-2020;east
periwinkle morsel;$1.25;518;18-10-2020;west
vermilion morsel;$4.99;513;18-10-2020;north
vermilion morsel;$4.99;598;18-10-2020;south
vermilion morsel;$4.99;599;18-10-2020;east
vermilion morsel;$4.99;558;18-10-2020;west
lapis morsel;$1.99;592;18-10-2020;north
lapis morsel;$1.99;590;18-10-2020;south
lapis morsel;$1.99;542;18-10-2020;east
lapis morsel;$1.99;600;18-10-2020;west
pink morsel;$3.00;552;19-10-2020;north
pink morsel;$3.00;575;19-10-2020;south
pink morsel;$3.00;518;19-10-2020;east
pink morsel;$3.00;508;19-10-2020;west
gold morsel;$9.99;558;19-10-2020;north
gold morsel;$9.99;572;19-10-2020;south
gold morsel;$9.99;529;19-10-2020;east
gold morsel;$9.99;539;19-10-2020;west
magenta morsel;$2.50;551;19-10-2020;north
magenta morsel;$2.50;562;19-10-2020;south
magenta morsel;$2.50;592;19-10-2020;east
magenta morsel;$2.50;560;19-10-2020;west
chartreuse morsel;$3.00;536;19-10-2020;north
chartreuse morsel;$3.00;555;19-10-2020;south
chartreuse morsel;$3.00;560;19-10-2020;east
chartreuse morsel;$3.00;524;19-10-2020;west
periwinkle morsel;$1.25;582;19-10-2020;north
periwinkle morsel;$1.25;521;19-10-2020;south
periwinkle morsel;$1.25;540;19-10-2020;east
periwinkle morsel;$1.25;600;19-10-2020;west
vermilion morsel;$4.99;510;19-10-2020;north
vermilion morsel;$4.99;528;19-10-2020;south
vermilion morsel;$4.99;501;19-10-2020;east
vermilion morsel;$4.99;510;19-10-2020;west
lapis morsel;$1.99;559;19-10-2020;north
lapis morsel;$1.99;592;19-10-2020;south
lapis morsel;$1.99;520;19-10-2020;east
lapis morsel;$1.99;594;19-10-2020;west
pink morsel;$3.00;523;20-10-2020;north
pink morsel;$3.00;586;20-10-2020;south
pink morsel;$3.00;586;20-10-2020;east
pink morsel;$3.00;538;20-10-2020;west
gold morsel;$9.99;536;20-10-2020;north
gold morsel;$9.99;573;20-10-2020;south
gold morsel;$9.99;586;20-10-2020;east
gold morsel;$9.99;554;20-10-2020;west
magenta morsel;$2.50;531;20-10-2020;north
magenta morsel;$2.50;518;20-10-2020;south
magenta morsel;$2.50;548;20-10-2020;east
magenta morsel;$2.50;517;20-10-2020;west
chartreuse morsel;$3.00;518;20-10-2020;north
chartreuse morsel;$3.00;527;20-10-2020;south
chartreuse morsel;$3.00;563;20-10-2020;east
chartreuse morsel;$3.00;539;20-10-2020;west
periwinkle morsel;$1.25;528;20-10-2020;north
periwinkle morsel;$1.25;588;20-10-2020;south
periwinkle morsel;$1.25;560;20-10-2020;east
periwinkle morsel;$1.25;536;20-10-2020;west
vermilion morsel;$4.99;600;20-10-2020;north
vermilion morsel;$4.99;588;20-10-2020;south
vermilion morsel;$4.99;544;20-10-2020;east
vermilion morsel;$4.99;546;20-10-2020;west
lapis morsel;$1.99;590;20-10-2020;north
lapis morsel;$1.99;561;20-10-2020;south
lapis morsel;$1.99;518;20-10-2020;east
lapis morsel;$1.99;579;20-10-2020;west
pink morsel;$3.00;580;21-10-2020;north
pink morsel;$3.00;507;21-10-2020;south
pink morsel;$3.00;574;21-10-2020;east
pink morsel;$3.00;535;21-10-2020;west
gold morsel;$9.99;554;21-10-2020;north
gold morsel;$9.99;586;21-10-2020;south
gold morsel;$9.99;590;21-10-2020;east
gold morsel;$9.99;586;21-10-2020;west
magenta morsel;$2.50;558;21-10-2020;north
magenta morsel;$2.50;518;21-10-2020;south
magenta morsel;$2.50;510;21-10-2020;east
magenta morsel;$2.50;505;21-10-2020;west
chartreuse morsel;$3.00;596;21-10-2020;north
chartreuse morsel;$3.00;533;21-10-2020;south
chartreuse morsel;$3.00;564;21-10-2020;east
chartreuse morsel;$3.00;547;21-10-2020;west
periwinkle morsel;$1.25;539;21-10-2020;north
periwinkle morsel;$1.25;513;21-10-2020;south
periwinkle morsel;$1.25;561;21-10-2020;east
periwinkle morsel;$1.25;547;21-10-2020;west
vermilion morsel;$4.99;586;21-10-2020;north
vermilion morsel;$4.99;577;21-10-2020;south
vermilion morsel;$4.99;521;21-10-2020;east
vermilion morsel;$4.99;600;21-10-2020;west
lapis morsel;$1.99;533;21-10-2020;north
lapis morsel;$1.99;561;21-10-2020;south
lapis morsel;$1.99;553;21-10-2020;east
lapis morsel;$1.99;561;21-10-2020;west
pink morsel;$3.00;583;22-10-2020;north
pink morsel;$3.00;546;22-10-2020;south
pink morsel;$3.00;570;22-10-2020;east
pink morsel;$3.00;556;22-10-2020;west
gold morsel;$9.99;531;22-10-2020;north
gold morsel;$9.99;590;22-10-2020;south
gold morsel;$9.99;553;22-10-2020;east
gold morsel;$9.99;510;22-10-2020;west
magenta morsel;$2.50;505;22-10-2020;north
magenta morsel;$2.50;596;22-10-2020;south
magenta morsel;$2.50;586;22-10-2020;east
magenta morsel;$2.50;584;22-10-2020;west
chartreuse morsel;$3.00;545;22-10-2020;north
chartreuse morsel;$3.00;518;22-10-2020;south
chartreuse morsel;$3.00;517;22-10-2020;east
chartreuse morsel;$3.00;595;22-10-2020;west
periwinkle morsel;$1.25;534;22-10-2020;north
periwinkle morsel;$1.25;504;22-10-2020;south
periwinkle morsel;$1.25;531;22-10-2020;east
periwinkle morsel;$1.25;575;22-10-2020;west
vermilion morsel;$4.99;593;22-10-2020;north
vermilion morsel;$4.99;533;22-10-2020;south
vermilion morsel;$4.99;570;22-10-2020;east
vermilion morsel;$4.99;573;22-10-2020;west
lapis morsel;$1.99;533;22-10-2020;north
lapis morsel;$1.99;579;22-10-2020;south
lapis morsel;$1.99;592;22-10-2020;east
lapis morsel;$1.99;554;22-10-2020;west
pink morsel;$3.00;545;23-10-2020;north
pink morsel;$3.00;511;23-10-2020;south
pink morsel;$3.00;545;23-10-2020;east
pink morsel;$3.00;525;23-10-2020;west
gold morsel;$9.99;561;23-10-2020;north
gold morsel;$9.99;594;23-10-2020;south
gold morsel;$9.99;570;23-10-2020;east
gold morsel;$9.99;508;23-10-2020;west
magenta morsel;$2.50;566;23-10-2020;north
magenta morsel;$2.50;562;23-10-2020;south
magenta morsel;$2.50;535;23-10-2020;east
magenta morsel;$2.50;598;23-10-2020;west
chartreuse morsel;$3.00;595;23-10-2020;north
chartreuse morsel;$3.00;519;23-10-2020;south
chartreuse morsel;$3.00;585;23-10-2020;east
chartreuse morsel;$3.00;533;23-10-2020;west
periwinkle morsel;$1.25;556;23-10-2020;north
periwinkle morsel;$1.25;579;23-10-2020;south
periwinkle morsel;$1.25;525;23-10-2020;east
periwinkle morsel;$1.25;524;23-10-2020;west
vermilion morsel;$4.99;550;23-10-2020;north
vermilion morsel;$4.99;560;23-10-2020;south
vermilion morsel;$4.99;528;23-10-2020;east
vermilion morsel;$4.99;531;23-10-2020;west
lapis morsel;$1.99;577;23-10-2020;north
lapis morsel;$1.99;521;23-10-2020;south
lapis morsel;$1.99;520;23-10-2020;east
lapis morsel;$1.99;598;23-10-2020;west
pink morsel;$3.00;579;24-10-2020;north
pink morsel;$3.00;531;24-10-2020;south
pink morsel;$3.00;569;24-10-2020;east
pink morsel;$3.00;512;24-10-2020;west
gold morsel;$9.99;533;24-10-2020;north
gold morsel;$9.99;580;24-10-2020;south
gold morsel;$9.99;561;24-10-2020;east
gold morsel;$9.99;500;24-10-2020;west
magenta morsel;$2.50;576;24-10-2020;north
magenta morsel;$2.50;593;24-10-2020;south
magenta morsel;$2.50;556;24-10-2020;east
magenta morsel;$2.50;535;24-10-2020;west
chartreuse morsel;$3.00;521;24-10-2020;north
chartreuse morsel;$3.00;523;24-10-2020;south
chartreuse morsel;$3.00;520;24-10-2020;east
chartreuse morsel;$3.00;579;24-10-2020;west
periwinkle morsel;$1.25;503;24-10-2020;north
periwinkle morsel;$1.25;506;24-10-2020;south
periwinkle morsel;$1.25;588;24-10-2020;east
periwinkle morsel;$1.25;550;24-10-2020;west
vermilion morsel;$4.99;530;24-10-2020;north
vermilion morsel;$4.99;542;24-10-2020;south
vermilion morsel;$4.99;575;24-10-2020;east
vermilion morsel;$4.99;582;24-10-2020;west
lapis morsel;$1.99;519;24-10-2020;north
lapis morsel;$1.99;533;24-10-2020;south
lapis morsel;$1.99;549;24-10-2020;east
lapis morsel;$1.99;522;24-10-2020;west
pink morsel;$3.00;563;25-10-2020;north
pink morsel;$3.00;560;25-10-2020;south
pink morsel;$3.00;535;25-10-2020;east
pink morsel;$3.00;539;25-10-2020;west
gold morsel;$9.99;520;25-10-2020;north
gold morsel;$9.99;579;25-10-2020;south
gold morsel;$9.99;516;25-10-2020;east
gold morsel;$9.99;537;25-10-2020;west
magenta morsel;$2.50;580;25-10-2020;north
magenta morsel;$2.50;513;25-10-2020;south
magenta morsel;$2.50;563;25-10-2020;east
magenta morsel;$2.50;507;25-10-2020;west
chartreuse morsel;$3.00;511;25-10-2020;north
chartreuse morsel;$3.00;542;25-10-2020;south
chartreuse morsel;$3.00;524;25-10-2020;east
chartreuse morsel;$3.00;549;25-10-2020;west
periwinkle morsel;$1.25;509;25-10-2020;north
periwinkle morsel;$1.25;571;25-10-2020;south
periwinkle morsel;$1.25;585;25-10-2020;east
periwinkle morsel;$1.25;595;25-10-2020;west
vermilion morsel;$4.99;585;25-10-2020;north
vermilion morsel;$4.99;530;25-10-2020;south
vermilion morsel;$4.99;536;25-10-2020;east
vermilion morsel;$4.99;587;25-10-2020;west
lapis morsel;$1.99;530;25-10-2020;north
lapis morsel;$1.99;541;25-10-2020;south
lapis morsel;$1.99;594;25-10-2020;east
lapis morsel;$1.99;583;25-10-2020;west
pink morsel;$3.00;582;26-10-2020;north
pink morsel;$3.00;506;26-10-2020;south
pink morsel;$3.00;552;26-10-2020;east
pink morsel;$3.00;514;26-10-2020;west
gold morsel;$9.99;536;26-10-2020;north
gold morsel;$9.99;598;26-10-2020;south
gold morsel;$9.99;558;26-10-2020;east
gold morsel;$9.99;520;26-10-2020;west
magenta morsel;$2.50;566;26-10-2020;north
magenta morsel;$2.50;502;26-10-2020;south
magenta morsel;$2.50;544;26-10-2020;east
magenta morsel;$2.50;516;26-10-2020;west
chartreuse morsel;$3.00;530;26-10-2020;north
chartreuse morsel;$3.00;577;26-10-2020;south
chartreuse morsel;$3.00;538;26-10-2020;east
chartreuse morsel;$3.00;568;26-10-2020;west
periwinkle morsel;$1.25;514;26-10-2020;north
periwinkle morsel;$1.25;594;26-10-2020;south
periwinkle morsel;$1.25;566;26-10-2020;east
periwinkle morsel;$1.25;502;26-10-2020;west
vermilion morsel;$4.99;593;26-10-2020;north
vermilion morsel;$4.99;596;26-10-2020;south
vermilion morsel;$4.99;571;26-10-2020;east
vermilion morsel;$4.99;507;26-10-2020;west
lapis morsel;$1.99;592;26-10-2020;north
lapis morsel;$1.99;576;26-10-2020;south
lapis morsel;$1.99;524;26-10-2020;east
lapis morsel;$1.99;585;26-10-2020;west
pink morsel;$3.00;527;27-10-2020;north
pink morsel;$3.00;572;27-10-2020;south
pink morsel;$3.00;561;27-10-2020;east
pink morsel;$3.00;506;27-10-2020;west
gold morsel;$9.99;529;27-10-2020;north
gold morsel;$9.99;524;27-10-2020;south
gold morsel;$9.99;579;27-10-2020;east
gold morsel;$9.99;590;27-10-2020;west
magenta morsel;$2.50;554;27-10-2020;north
magenta morsel;$2.50;525;27-10-2020;south
magenta morsel;$2.50;589;27-10-2020;east
magenta morsel;$2.50;540;27-10-2020;west
chartreuse morsel;$3.00;536;27-10-2020;north
chartreuse morsel;$3.00;550;27-10-2020;south
chartreuse morsel;$3.00;593;27-10-2020;east
chartreuse morsel;$3.00;548;27-10-2020;west
periwinkle morsel;$1.25;532;27-10-2020;north
periwinkle morsel;$1.25;531;27-10-2020;south
periwinkle morsel;$1.25;577;27-10-2020;east
periwinkle morsel;$1.25;587;27-10-2020;west
vermilion morsel;$4.99;555;27-10-2020;north
vermilion morsel;$4.99;571;27-10-2020;south
vermilion morsel;$4.99;514;27-10-2020;east
vermilion morsel;$4.99;598;27-10-2020;west
lapis morsel;$1.99;506;27-10-2020;north
lapis morsel;$1.99;575;27-10-2020;south
lapis morsel;$1.99;549;27-10-2020;east
lapis morsel;$1.99;558;27-10-2020;west
pink morsel;$3.00;582;28-10-2020;north
pink morsel;$3.00;529;28-10-2020;south
pink morsel;$3.00;548;28-10-2020;east
pink morsel;$3.00;577;28-10-2020;west
gold morsel;$9.99;586;28-10-2020;north
gold morsel;$9.99;502;28-10-2020;south
gold morsel;$9.99;590;28-10-2020;east
gold morsel;$9.99;549;28-10-2020;west
magenta morsel;$2.50;535;28-10-2020;north
magenta morsel;$2.50;567;28-10-2020;south
magenta morsel;$2.50;535;28-10-2020;east
magenta morsel;$2.50;597;28-10-2020;west
chartreuse morsel;$3.00;580;28-10-2020;north
chartreuse morsel;$3.00;509;28-10-2020;south
chartreuse morsel;$3.00;548;28-10-2020;east
chartreuse morsel;$3.00;513;28-10-2020;west
periwinkle morsel;$1.25;588;28-10-2020;north
periwinkle morsel;$1.25;530;28-10-2020;south
periwinkle morsel;$1.25;581;28-10-2020;east
periwinkle morsel;$1.25;588;28-10-2020;west
vermilion morsel;$4.99;547;28-10-2020;north
vermilion morsel;$4.99;547;28-10-2020;south
vermilion morsel;$4.99;516;28-10-2020;east
vermilion morsel;$4.99;588;28-10-2020;west
lapis morsel;$1.99;581;28-10-2020;north
lapis morsel;$1.99;520;28-10-2020;south
lapis morsel;$1.99;557;28-10-2020;east
lapis morsel;$1.99;526;28-10-2020;west
pink morsel;$3.00;590;29-10-2020;north
pink morsel;$3.00;564;29-10-2020;south
pink morsel;$3.00;519;29-10-2020;east
pink morsel;$3.00;508;29-10-2020;west
gold morsel;$9.99;575;29-10-2020;north
gold morsel;$9.99;553;29-10-2020;south
gold morsel;$9.99;551;29-10-2020;east
gold morsel;$9.99;584;29-10-2020;west
magenta morsel;$2.50;544;29-10-2020;north
magenta morsel;$2.50;550;29-10-2020;south
magenta morsel;$2.50;572;29-10-2020;east
magenta morsel;$2.50;571;29-10-2020;west
chartreuse morsel;$3.00;521;29-10-2020;north
chartreuse morsel;$3.00;521;29-10-2020;south
chartreuse morsel;$3.00;504;29-10-2020;east
chartreuse morsel;$3.00;591;29-10-2020;west
periwinkle morsel;$1.25;513;29-10-2020;north
periwinkle morsel;$1.25;509;29-10-2020;south
periwinkle morsel;$1.25;567;29-10-2020;east
periwinkle morsel;$1.25;585;29-10-2020;west
vermilion morsel;$4.99;594;29-10-2020;north
vermilion morsel;$4.99;516;29-10-2020;south
vermilion morsel;$4.99;583;29-10-2020;east
vermilion morsel;$4.99;593;29-10-2020;west
lapis morsel;$1.99;529;29-10-2020;north
lapis morsel;$1.99;515;29-10-2020;south
lapis morsel;$1.99;540;29-10-2020;east
lapis morsel;$1.99;522;29-10-2020;west
pink morsel;$3.00;591;30-10-2020;north
pink morsel;$3.00;563;30-10-2020;south
pink morsel;$3.00;592;30-10-2020;east
pink morsel;$3.00;562;30-10-2020;west
gold morsel;$9.99;550;30-10-2020;north
gold morsel;$9.99;599;30-10-2020;south
gold morsel;$9.99;546;30-10-2020;east
gold morsel;$9.99;582;30-10-2020;west
magenta morsel;$2.50;579;30-10-2020;north
magenta morsel;$2.50;546;30-10-2020;south
magenta morsel;$2.50;535;30-10-2020;east
magenta morsel;$2.50;522;30-10-2020;west
chartreuse morsel;$3.00;544;30-10-2020;north
chartreuse morsel;$3.00;522;30-10-2020;south
chartreuse morsel;$3.00;585;30-10-2020;east
chartreuse morsel;$3.00;552;30-10-2020;west
periwinkle morsel;$1.25;600;30-10-2020;north
periwinkle morsel;$1.25;599;30-10-2020;south
periwinkle morsel;$1.25;591;30-10-2020;east
periwinkle morsel;$1.25;593;30-10-2020;west
vermilion morsel;$4.99;580;30-10-2020;north
vermilion morsel;$4.99;583;30-10-2020;south
vermilion morsel;$4.99;522;30-10-2020;east
vermilion morsel;$4.99;517;30-10-2020;west
lapis morsel;$1.99;579;30-10-2020;north
lapis morsel;$1.99;594;30-10-2020;south
lapis morsel;$1.99;508;30-10-2020;east
lapis morsel;$1.99;599;30-10-2020;west
pink morsel;$3.00;527;31-10-2020;north
pink morsel;$3.00;586;31-10-2020;south
pink morsel;$3.00;585;31-10-2020;east
pink morsel;$3.00;556;31-10-2020;west
gold morsel;$9.99;513;31-10-2020;north
gold morsel;$9.99;520;31-10-2020;south
gold morsel;$9.99;598;31-10-2020;east
gold morsel;$9.99;534;31-10-2020;west
magenta morsel;$2.50;567;31-10-2020;north
magenta morsel;$2.50;575;31-10-2020;south
magenta morsel;$2.50;568;31-10-2020;east
magenta morsel;$2.50;557;31-10-2020;west
chartreuse morsel;$3.00;546;31-10-2020;north
chartreuse morsel;$3.00;545;31-10-2020;south
chartreuse morsel;$3.00;559;31-10-2020;east
chartreuse morsel;$3.00;558;31-10-2020;west
periwinkle morsel;$1.25;550;31-10-2020;north
periwinkle morsel;$1.25;530;31-10-2020;south
periwinkle morsel;$1.25;576;31-10-2020;east
periwinkle morsel;$1.25;527;31-10-2020;west
vermilion morsel;$4.99;562;31-10-2020;north
vermilion morsel;$4.99;554;31-10-2020;south
vermilion morsel;$4.99;503;31-10-2020;east
vermilion morsel;$4.99;504;31-10-2020;west
lapis morsel;$1.99;574;31-10-2020;north
lapis morsel;$1.99;567;31-10-2020;south
lapis morsel;$1.99;572;31-10-2020;east
lapis morsel;$1.99;588;31-10-2020;west
pink morsel;$3.00;555;01-11-2020;north
pink morsel;$3.00;517;01-11-2020;south
pink morsel;$3.00;590;01-11-2020;east
pink morsel;$3.00;531;01-11-2020;west
gold morsel;$9.99;506;01-11-2020;north
gold morsel;$9.99;541;01-11-2020;south
gold morsel;$9.99;538;01-11-2020;east
gold morsel;$9.99;501;01-11-2020;west
magenta morsel;$2.50;537;01-11-2020;north
magenta morsel;$2.50;596;01-11-2020;south
magenta morsel;$2.50;517;01-11-2020;east
magenta morsel;$2.50;586;01-11-2020;west
chartreuse morsel;$3.00;504;01-11-2020;north
chartreuse morsel;$3.00;572;01-11-2020;south
chartreuse morsel;$3.00;532;01-11-2020;east
chartreuse morsel;$3.00;559;01-11-2020;west
periwinkle morsel;$1.25;541;01-11-2020;north
periwinkle morsel;$1.25;599;01-11-2020;south
periwinkle morsel;$1.25;539;01-11-2020;east
periwinkle morsel;$1.25;592;01-11-2020;west
vermilion morsel;$4.99;575;01-11-2020;north
vermilion morsel;$4.99;514;01-11-2020;south
vermilion morsel;$4.99;590;01-11-2020;east
vermilion morsel;$4.99;558;01-11-2020;west
lapis morsel;$1.99;569;01-11-2020;north
lapis morsel;$1.99;590;01-11-2020;south
lapis morsel;$1.99;577;01-11-2020;east
lapis morsel;$1.99;515;01-11-2020;west
pink morsel;$3.00;578;02-11-2020;north
pink morsel;$3.00;500;02-11-2020;south
pink morsel;$3.00;580;02-11-2020;east
pink morsel;$3.00;562;02-11-2020;west
gold morsel;$9.99;557;02-11-2020;north
gold morsel;$9.99;574;02-11-2020;south
gold morsel;$9.99;556;02-11-2020;east
gold morsel;$9.99;520;02-11-2020;west
magenta morsel;$2.50;583;02-11-2020;north
magenta morsel;$2.50;598;02-11-2020;south
magenta morsel;$2.50;541;02-11-2020;east
magenta morsel;$2.50;591;02-11-2020;west
chartreuse morsel;$3.00;545;02-11-2020;north
chartreuse morsel;$3.00;548;02-11-2020;south
chartreuse morsel;$3.00;575;02-11-2020;east
chartreuse morsel;$3.00;571;02-11-2020;west
periwinkle morsel;$1.25;586;02-11-2020;north
periwinkle morsel;$1.25;568;02-11-2020;south
periwinkle morsel;$1.25;590;02-11-2020;east
periwinkle morsel;$1.25;593;02-11-2020;west
vermilion morsel;$4.99;550;02-11-2020;north
vermilion morsel;$4.99;558;02-11-2020;south
vermilion morsel;$4.99;591;02-11-2020;east
vermilion morsel;$4.99;531;02-11-2020;west
lapis morsel;$1.99;576;02-11-2020;north
lapis morsel;$1.99;529;02-11-2020;south
lapis morsel;$1.99;572;02-11-2020;east
lapis morsel;$1.99;509;02-11-2020;west
pink morsel;$3.00;517;03-11-2020;north
pink morsel;$3.00;584;03-11-2020;south
pink morsel;$3.00;582;03-11-2020;east
pink morsel;$3.00;527;03-11-2020;west
gold morsel;$9.99;553;03-11-2020;north
gold morsel;$9.99;574;03-11-2020;south
gold morsel;$9.99;511;03-11-2020;east
gold morsel;$9.99;562;03-11-2020;west
magenta morsel;$2.50;572;03-11-2020;north
